projectID,41,,,,,,,,,,,,,,,
lakeID,CR,,,,,,,,,,,,,,,
siteName,FN1,,,,,,,,,,,,,,,
dataTimeSet,7/28/2020 9:20,,,,,,,,,,,,,,,
dateTimeSample,7/29/2020 8:55,,,,,,,,,,,,,,,
crew,"CM, AL",,,,,,,,,,,,,,,
gear,FN,,,,,,,,,,,,,,,
distanceShocked,,,,,,,,,,,,,,,,
effort,23.58,,,,,,,,,,,,,,,
effortUnits,trap_hours,,,,,,,,,,,,,,,
comments,mini fyke,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,,
dataRecorder,CD,,,,,,,,,,,,,,,
dataEnteredBy,CD,,,,,,,,,,,,,,,
metadataID,JonesLakeExperiment.20200607,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,
sampleGroup,2020_JonesLake_Experiment,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,gpsWaypoint,caughtBy,comments,dietSampled
1,BLG,47,,AF,,,,,,,,,,,,0
2,BLG,53,,AF,,,,,,,,,,,,0
3,LMB,85,8,,,,,,,,,,,,,0
4,BLG,142,,AF,,,,,,,,,,,,0
5,BLG,48,,AF,,,,,,,,,,,,0
6,BLG,52,,AF,,,,,,,,,,,,0
7,BLG,56,,AF,,,,,,,,,,,,0
8,BLG,52,,AF,,,,,,,,,,,,0
9,BLG,132,,,AF,,,,,,,,,,,0
10,BLG,137,,,AF,,,,,,,,,,,0
11,BLG,83,,AF,,,,,,,,,,,,0
12,BLG,75,,,AF,,,,,,,,,,,0
13,LMB,105,15,,,,,,,,,,,,,0
14,BLG,115,,,AF,,,,,,,,,,,0
15,BLG,170,,,AF,,,,,,,,,,,0
16,BLG,117,,AF,,,,,,,,,,,,0
17,BLG,84,,AF,,,,,,,,,,,,0
18,BLG,130,,,AF,,,,,,,,,,,0
19,BLG,146,,,AF,,,,,,,,,,,0
20,BLG,93,,AF,,,,,,,,,,,,0
21,BLG,65,,AF,,,,,,,,,,,,0
22,BLG,51,,AF,,,,,,,,,,,,0
23,BLG,149,,,AF,,,,,,,,,,,0
24,BLG,161,,,AF,,,,,,,,,,,0
25,BLG,100,,AF,,,,,,,,,,,,0
26,BLG,83,,AF,,,,,,,,,,,,0
27,BLG,46,,AF,,,,,,,,,,,,0
28,LMB,100,13,,,,,,,,,,,,,0
29,BLG,102,,,AF,,,,,,,,,,,0
30,BLG,95,,,AF,,,,,,,,,,,0
